,track_name,album,artist_name,release_date,duration_ms,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
939,Interlude,Black Sunday,Cypress Hill,1993-07-20,76626,42,0.672,0.000288,0.448,0.87,0.221,-13.308,0.182,133.713,0.313
940,The Spiritually Immature Mansion,Yeti,Caribou,2005-03-07,131026,0,0.785,0.129,0.428,0.825,0.136,-17.826,0.0531,103.931,0.365
941,Spiral Dance,Belonging,Keith Jarrett,1974-10-01,247306,0,0.545,0.0616,0.464,0.775,0.0747,-17.213,0.0303,94.957,0.496
942,Love Song,"Beach Diggin’, Vol. 1",Guts,2013-06-28,151500,0,0.499,0.775,0.605,0.0,0.17,-6.835,0.0506,81.554,0.562
943,Tinindo Trincando,Acabou Chorare,Novos Baianos,1972,204506,41,0.688,0.584,0.921,6.86e-05,0.355,-7.132,0.0553,120.309,0.811
944,Sentinela,Milton Nascimento,Milton Nascimento,1969-01-01,265933,18,0.328,0.699,0.232,2.36e-05,0.145,-16.412,0.0328,115.992,0.237
945,"Shahbaz Qalandar, Pt. 1",Runa Sings Shahbaz Qalandar,Runa Laila,1982-09-01,1471866,9,0.696,0.572,0.564,1.65e-05,0.0831,-9.806,0.0283,108.319,0.795
946,No Coast,No Coast EP,Taraval,2018-02-23,463443,0,0.666,0.28,0.954,0.834,0.243,-6.792,0.0556,130.047,0.224
947,Lea,Sunder,Nathan Fake,2018-02-23,199887,8,0.703,0.793,0.864,0.902,0.109,-7.591,0.0663,149.987,0.641
948,You Are Loved,New Energy,Four Tet,2017-09-29,368595,37,0.649,0.91,0.464,0.926,0.111,-11.497,0.0378,120.996,0.233
949,Peace (gat),"The Valley Recalls - Peace, Love & Harmony",Pandit Shivkumar Sharma & Pandit Hariprasad Chaurasia,1996,998434,14,0.556,0.909,0.262,0.584,0.699,-18.582,0.0294,100.302,0.181
950,Here We Guard Upon the Soul,Hoop Earring,Sage Caswell,2016-12-09,179696,14,0.236,0.995,0.0129,0.88,0.0933,-26.469,0.0338,133.904,0.0368
951,Kasino,The Orb Chronicles - 20 Years of Shitkatapult (Including Continuous Mix),The Orb,2017-11-24,160925,4,0.743,0.0697,0.895,0.282,0.174,-11.618,0.0565,120.228,0.305
952,Moved (Ricardo Villalobos Remix),K-Remixes,Various Artists,2014-03-14,741413,0,0.79,0.0576,0.742,0.877,0.1,-12.769,0.0519,128.983,0.0411
953,Neptune Rising,The Neptune Collection,Entourage Music and Theatre Ensemble,1976-01-01,336813,8,0.421,0.944,0.0639,0.687,0.148,-25.185,0.0403,115.575,0.052
954,Small Blue Thing,Suzanne Vega,Suzanne Vega,1985-01-01,234614,0,0.389,0.759,0.222,0.000323,0.114,-16.984,0.0334,130.917,0.219
955,Uth Gaye Gawandon Yaer,Best of Reshma,Reshma,2010-01-10,194680,11,0.577,0.741,0.272,7.83e-05,0.0599,-13.353,0.0388,81.466,0.64
956,Siete Ocho - Remastered 2003 / Rudy Van Gelder Edition,Judgment (Remastered 2003 / Rudy Van Gelder Edition),Andrew Hill,1964-01-01,538226,15,0.355,0.723,0.645,0.0432,0.0974,-10.429,0.0443,109.931,0.492
957,Carrier,Rhythm & Sound,Rhythm & Sound,2001,387186,0,0.559,0.312,0.289,0.872,0.118,-19.201,0.146,165.585,0.359
958,Earth,The Elements,Joe Henderson,1974-01-01,793673,0,0.446,0.801,0.501,0.164,0.0931,-9.771,0.0548,116.711,0.262
959,Heron Dance,Heron Dance,Ursula K. Le Guin,2018-01-31,248640,0,0.397,0.489,0.408,0.00128,0.116,-7.01,0.0381,130.383,0.0313
960,Compression Session 1,Compression Session,Ben Klock,2010-11-22,378425,13,0.784,0.101,0.729,0.547,0.102,-10.018,0.198,127.011,0.0745
961,Nein König Nein,Seeing Aliens,DJ Koze,2018-01-25,438548,23,0.837,0.109,0.572,0.953,0.0896,-11.955,0.0555,123.038,0.0422
962,Higher - Original Mix,No Sleep (True To Da Roots),DJ Bone,2008-08-04,248466,8,0.632,0.603,0.987,0.842,0.14,-4.532,0.0559,133.995,0.929
963,Dedans-dehors: En phase / hors phase,Bernard Parmegiani,Bernard Parmegiani,2008-10-06,149160,0,0.517,0.746,0.876,0.835,0.117,-15.198,0.04,151.165,0.489
964,Alap,New Energy,Four Tet,2017-09-29,81780,37,0.326,0.992,0.0431,0.967,0.0991,-21.172,0.0436,127.713,0.0347
965,Backseat (feat. Carly Rae Jepsen),Pop 2,Charli XCX,2017-12-15,238093,47,0.626,0.247,0.607,1.56e-06,0.393,-5.139,0.0409,120.04,0.339
966,Chateau Rouge,Venice,Fennesz,2004-04-26,400453,23,0.113,0.873,0.323,0.969,0.105,-15.936,0.0386,174.546,0.252
967,New Grass,Laughing Stock,Talk Talk,1991-01-01,586440,36,0.455,0.825,0.386,0.271,0.322,-20.548,0.0315,99.553,0.196
968,Hasabe (My Worries),Hasabe (My Worries),Ayalew Mesfin,2018-01-23,236173,0,0.731,0.405,0.952,6.63e-05,0.119,-6.609,0.114,125.135,0.782
969,"I Hear Voices Pt. 1 - 12"" Version",Operation: Doomsday (Complete),MF DOOM,1999-04-20,171920,38,0.679,0.423,0.557,0.0,0.313,-9.435,0.0651,116.244,0.691
970,"I Hear Voices - 12"" Instrumental Version",Operation: Doomsday (Complete),MF DOOM,1999-04-20,174773,30,0.571,0.018,0.666,0.972,0.362,-13.181,0.0272,116.289,0.485
971,Survival,The Perfect Release,Annette Peacock,1979-01-01,886293,32,0.678,0.189,0.428,0.0615,0.156,-14.567,0.0693,83.083,0.811
972,John Coltrane,Spiritual Jazz 6: Vocals,Various Artists,2015-03-09,409230,17,0.442,0.504,0.394,0.369,0.106,-13.191,0.0375,113.248,0.539
973,The Big Wind,Northern Song,Steve Tibbetts,1982-03-01,497933,0,0.429,0.942,0.111,0.858,0.116,-28.053,0.0665,92.787,0.0865
974,The Test of Time,Like a Thief in the Night,Terrence Dixon,2017-06-23,216000,11,0.407,0.358,0.284,0.854,0.112,-24.293,0.0515,119.968,0.183
975,Solitude,Status Bytes,Stephen Brown,1997-01-01,544438,5,0.623,0.882,0.358,0.899,0.118,-15.046,0.112,143.633,0.277
976,If The Car Beside You Moves Ahead,If The Car Beside You Moves Ahead,James Blake,2018-01-25,262602,0,0.626,0.726,0.781,0.282,0.11,-6.331,0.0624,90.015,0.292
977,Strochnik,Ru.electronic,Various Artists,2001-07-17,229093,6,0.635,0.896,0.742,0.942,0.108,-15.214,0.0412,106.723,0.334
978,Slow Fade,Slow Fade EP,Daniel Avery,2018-01-19,328924,5,0.42,0.0788,0.535,0.922,0.0831,-14.442,0.0255,93.014,0.165
979,Never Ever Land,A Love Letter To You,Trippie Redd,2017-05-14,146510,0,0.615,0.661,0.403,0.0206,0.272,-13.289,0.0635,94.997,0.199
980,Little Black Book,C-Section,Evan Parker,2008,138028,5,0.662,0.78,0.723,0.216,0.168,-8.457,0.73,96.129,0.254
981,The Gospel Comes To New Guinea,Seven Songs,23 Skidoo,1982-01-01,609560,16,0.437,0.00195,0.906,0.834,0.632,-7.949,0.0715,113.063,0.496
982,Perfect Love,Upstepping,Oliver Coates,2016-05-13,413906,0,0.879,0.91,0.944,0.853,0.131,-8.136,0.126,125.044,0.362
983,First Plate 2,"From the Heart, It's a Start, A Work of Art",Shinichi Atobe,2017-06-09,356198,18,0.913,0.791,0.95,0.967,0.0928,-5.497,0.233,123.636,0.329
984,Desto,Weekend,Kreidler,1996-09-30,88040,0,0.311,0.236,0.347,0.586,0.148,-12.132,0.0405,142.442,0.332
985,0181 000 0016,0181,00110100 01010100,2017-08-18,368129,0,0.672,0.835,0.188,0.4,0.429,-18.322,0.132,120.074,0.141
986,Vessel,Bow,Two Dark Birds,2017-10-10,75840,5,0.633,0.767,0.101,0.719,0.105,-14.607,0.0916,126.297,0.425
987,Change Your Life,God,Rip Rig & Panic,1981,191386,7,0.436,0.796,0.808,0.827,0.306,-13.417,0.0461,130.71,0.725
988,LA Trance,New Energy,Four Tet,2017-09-29,347393,43,0.685,0.94,0.342,0.891,0.0942,-12.478,0.0358,129.983,0.344
989,Sunder,Sunder,Nathan Fake,2018-01-16,386981,17,0.696,0.0872,0.836,0.884,0.106,-5.62,0.0469,126.998,0.0379
990,Cosmic Event,Release,Emmanuel Top,1995,340062,11,0.814,0.00262,0.511,0.866,0.168,-9.508,0.0373,131.858,0.0395
991,Ganz schön muffig,Topfschlagen / Ganz Schön Muffig,Microwave Prince,2001-02-12,452240,4,0.616,0.295,0.818,0.94,0.121,-12.507,0.0545,137.96,0.676
992,What,Pure Grime - The Very Best of Grime,Various Artists,2014-09-15,283960,0,0.93,0.0816,0.424,0.674,0.041,-6.479,0.324,136.067,0.0421
993,Our,Ghettoville,Actress,2014-01-27,152032,16,0.556,0.812,0.707,0.648,0.114,-5.14,0.0515,119.939,0.502
994,❍⊁❍⊁❍⊁❍⊁❍⊁❍⊁❍⊁❍⊁❍⊁,؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ,△▃△▓,2017-11-01,300930,25,0.776,0.279,0.537,0.806,0.0778,-11.13,0.0562,118.998,0.343
995,Microstoria Runtime Engine,Reprovisers,Microstoria,1997-06-15,426666,5,0.211,0.975,0.158,0.792,0.0758,-17.079,0.0433,116.997,0.035
996,Mhare Re Giridhar Gopal,Chala Des Wahi - Meera Bhajans,Lata Mangeshkar,1974-12-31,339666,0,0.496,0.988,0.134,0.162,0.0917,-15.27,0.0383,117.018,0.547
997,Mr. Knight - Mono,The Atlantic Years in Mono,John Coltrane,2016-06-10,452386,9,0.57,0.692,0.35,0.213,0.109,-13.028,0.0368,91.498,0.183
998,Great Day (Four Tet Remix),Four Tet Remixes,Madvillain,2005,174440,1,0.488,0.588,0.621,0.0,0.0573,-10.542,0.195,86.98,0.48
999,Peace Begins Within,Trojan Reggae Sisters Collection,Various Artists,2009-03-30,176240,20,0.788,0.0533,0.545,0.108,0.0945,-9.8,0.0761,96.76,0.736
1000,Will,Sweetnighter,Weather Report,1973-08-26,378266,6,0.695,0.28,0.438,0.71,0.0904,-16.958,0.0608,83.543,0.608
1001,Different Entities,World Of The Waking State,Steffi,2017-09-22,328350,13,0.699,0.144,0.509,0.861,0.0973,-14.645,0.0485,126.015,0.139
1002,Stand Up! - Pangaea's Mix,Stand Up! (Pangaea's Mix),Loleatta Holloway,2017-11-03,345185,20,0.437,0.00942,0.683,0.215,0.0935,-11.695,0.209,191.208,0.0837
1003,Lali,Music from Western Samoa: from Conch Shell to Disco,Various Artists,1982-01-01,49866,4,0.47,0.942,0.292,0.966,0.0563,-20.863,0.108,75.938,0.21
1004,Tape 19.11,Tape 19.11 / Ayonha,Ahmed Malek,2017-10-25,166000,23,0.494,0.696,0.926,0.146,0.342,-4.707,0.0939,128.406,0.637
1005,Demi-Final,Stress !,Benoit Widemann,2011-07-18,82026,3,0.586,0.722,0.636,0.91,0.13,-23.406,0.0811,106.209,0.0404
1006,Way Stone,Body Pill,Anthony Naples,2015-02-16,111318,9,0.709,0.798,0.422,0.949,0.559,-25.572,0.0658,114.861,0.945
1007,Touch me & die,Aftertouches,Kara-Lis Coverdale,2015-03-24,210000,35,0.474,0.992,0.185,0.366,0.131,-16.389,0.0679,179.772,0.802
1008,Gnog,I Tweet The Birdy Electric,Icarus,2004-04-26,377320,0,0.378,0.0906,0.55,0.235,0.0905,-14.594,0.135,174.95,0.576
1009,Pour en finir avec le pouvoir d'Orphée: Kaléidoscope 2,Bernard Parmegiani,Bernard Parmegiani,2008-10-06,262880,0,0.304,0.633,0.555,0.787,0.0782,-12.4,0.0411,94.877,0.156
1010,Dont Talk (put Your Head On My Shoulder),Plays,Fennesz,2006-11-06,245891,10,0.277,0.707,0.199,0.612,0.423,-17.258,0.0337,79.995,0.091
1011,Don’t Mind Wrong Keys - Original Mix,When I Was 14,Nina Kraviz,2016-05-20,305939,0,0.766,0.72,0.584,0.937,0.122,-9.603,0.254,143.917,0.242
1012,La forme du temps est un cercle: 5/ cercles: No. 2,50 ans d'acousmatique,François Bayle,2013-02-04,207506,0,0.384,0.121,0.329,0.000183,0.131,-17.341,0.151,88.847,0.135
1013,Let’s Do It,MDR 01,Marcel Dettmann,2006,392120,0,0.809,0.01,0.728,0.87,0.224,-8.23,0.085,123.998,0.127
1014,Senses On Fire - James Holden Remix,Senses On Fire,Mercury Rev,2008-09-22,565440,0,0.621,0.175,0.643,0.856,0.116,-11.104,0.0605,135.984,0.312
1015,Virgin Ice,Virgin Ice,Pauline Anna Strom,2017-11-08,278533,0,0.459,0.884,0.285,0.955,0.214,-15.947,0.0307,113.867,0.145
1016,Two Thousand and Seventeen,New Energy,Four Tet,2017-09-29,252255,59,0.551,0.327,0.469,0.161,0.0939,-8.393,0.0296,75.495,0.498
1017,Atoms For Peace (Four Tet Remix),Atoms For Peace (Four Tet Remix)/ Black Swan (Cristian Vogel Spare Parts Remix)/ Black Swan (Vogel Bonus Beat Eraser Remix),Thom Yorke,2008-02-10,356480,0,0.626,0.282,0.606,0.831,0.0832,-11.188,0.0321,134.893,0.708
1018,Soul Oscillations,The Exchange Session Vol. 1,Kieran Hebden,2006-02-27,861920,6,0.372,0.013,0.827,0.742,0.0553,-8.753,0.163,119.188,0.144
1019,Nothing 5-7,Milford Graves Percussion Ensemble,Milford Graves Percussion Ensemble,2008-10-26,157813,0,0.558,0.365,0.789,0.793,0.0624,-19.215,0.113,86.591,0.11
1020,Mili Alay (Sway To Me),Dabke -- Sounds Of The Syrian Houran,Various Artists,2012-08-14,390717,13,0.664,0.0303,0.864,0.0285,0.0609,-7.75,0.0396,109.883,0.923
1021,The Workers Are on Strike,Rembo,Karen Gwyer,2017-07-21,431103,13,0.729,0.00364,0.871,0.824,0.0613,-8.212,0.0338,136.014,0.323
1022,An Intention - Cumulonimbus Remix by Joe Goddard,An Intention (Cumulonimbus Remix by Joe Goddard),Kaitlyn Aurelia Smith,2017-12-08,394746,14,0.851,0.11,0.334,0.535,0.115,-11.348,0.21,117.023,0.386
1023,Silver Ocean,Mercury's Rainbow,Zomby,2017-12-01,139152,6,0.373,0.0915,0.29,0.51,0.186,-9.255,0.427,174.565,0.334
1024,Tendency - Maxi Version,Tendency,Jan Jelinek,2000-10-01,438930,13,0.755,0.598,0.542,0.908,0.111,-11.938,0.0437,123.023,0.422
1025,"Reflections - From The ""Rocky"" Soundtrack",Rocky (Original Motion Picture Score),Bill Conti,1976-10-14,198360,0,0.57,0.847,0.416,0.897,0.0828,-15.239,0.0407,168.955,0.829
1026,Woman's Dub,Revolution Dub,"Lee ""Scratch"" Perry",1975,205813,16,0.718,0.0305,0.862,0.822,0.0376,-7.288,0.0921,73.07,0.574
1027,RO,Hannibal in Antibes,Marvin Hannibal Peterson,1978,1161293,6,0.325,0.232,0.645,0.0552,0.952,-12.463,0.156,80.553,0.636
1028,Strong as Death (Sweet as Love),Love Ritual,Al Green,1989,263906,17,0.552,0.014,0.32,0.0116,0.117,-12.354,0.0409,141.623,0.69
1029,Plays John Cassavetes 2,Plays,Ekkehard Ehlers,2002,597426,0,0.169,0.172,0.378,0.759,0.0837,-12.48,0.0391,126.07,0.039
1030,Rumianek,EP 1,Ola Szmidt,2017-12-01,143696,5,0.254,0.958,0.171,0.876,0.171,-21.337,0.0383,67.011,0.038
1031,Moja,EP 1,Ola Szmidt,2017-12-01,272964,5,0.239,0.884,0.116,0.171,0.124,-12.686,0.0354,73.851,0.0487
1032,Keep Me Close,Whities 014,Jules Venturini,2017-11-24,326150,4,0.274,0.426,0.321,0.913,0.255,-12.243,0.038,168.293,0.0807
1033,Water Copy,Music for Nine Post Cards,Hiroshi Yoshimura,2017-11-03,371866,39,0.227,0.945,0.000882,0.916,0.094,-27.27,0.0507,107.782,0.425
1034,Features Creatures,Utopia,Björk,2017-11-24,289967,0,0.247,0.989,0.102,0.000267,0.0962,-12.935,0.0396,66.912,0.039
1035,Atlantis (I Need You),Producer 01,LTJ Bukem,2013-01-28,394000,43,0.601,0.209,0.988,0.921,0.267,-4.542,0.183,155.013,0.264
1036,Road to Rio A2,Selectors 004 - Joy Orbison,Joy Orbison,2017-11-17,301368,8,0.549,0.0477,0.841,0.818,0.102,-11.985,0.182,133.921,0.147
1037,Loop 005 - Original Mix,Night Grooves,STL,2009-06-04,61199,8,0.776,0.416,0.528,0.832,0.128,-21.717,0.113,133.461,0.0377
1038,A presa,Aguia Não Come Mosca (Remasterizado),Azymuth,1977,223773,20,0.615,0.0532,0.913,0.742,0.12,-9.954,0.0517,128.144,0.924
1039,Wild,Ruff Draft,J Dilla,2007,139706,0,0.726,0.452,0.623,0.0,0.327,-7.982,0.323,95.015,0.734
1040,Blues for Your Mama,Girl from Martinique,Robin Kenyatta,2012-04-01,251946,3,0.373,0.609,0.666,0.459,0.106,-11.103,0.0458,97.965,0.713
1041,Kilode Remix,Lagos Shake: A Tony Allen Chop Up,Various Artists,2008,505986,0,0.779,0.0417,0.69,0.0137,0.158,-13.01,0.162,120.045,0.349
1042,Flagged up (Mark Ernestus Remix),Mark Ernestus Remixes,Equiknoxx,2017-10-27,576446,14,0.433,0.787,0.313,0.899,0.0854,-21.701,0.388,135.927,0.174
1043,Timeless,Timeless,John Abercrombie,1975-01-01,717706,0,0.325,0.916,0.0834,0.859,0.0963,-23.197,0.0374,86.988,0.0388
1044,Makondi,El Corazón,Don Cherry,1982-10-04,228066,0,0.591,0.0866,0.544,0.811,0.132,-16.701,0.0514,127.216,0.742
1045,Afric Pepperbird,Afric Pepperbird,Jan Garbarek Quartet,1971-01-01,478506,0,0.466,0.214,0.513,0.000124,0.143,-15.856,0.0347,137.304,0.451
1046,The Call,Drum Ode,Dave Liebman,1975-02-01,287400,0,0.487,0.339,0.811,0.415,0.0612,-9.113,0.152,131.116,0.717
1047,Miss Viki,Illusion Suite,Stanley Cowell Trio,1973-11-28,319586,0,0.653,0.453,0.364,0.57,0.1,-15.896,0.0824,75.234,0.686
1048,Pastel Morning,Ruta And Daitya,Keith Jarrett,1972,124173,0,0.267,0.996,0.00301,0.914,0.067,-32.675,0.0565,167.862,0.0772
1049,Conference Of The Birds,Conference Of The Birds,Dave Holland Quartet,1973-06-20,277800,0,0.392,0.637,0.168,0.358,0.198,-22.249,0.0442,123.419,0.292
1050,"Prologue / Love, Love","Love, Love",Julian Priester Pepo Mtoto,1974-03-01,1165226,0,0.449,0.05,0.671,0.419,0.305,-11.643,0.0386,107.368,0.694
1051,Chetu,Bitter Funeral Beer,Bengt Berger,1982-01-01,200333,0,0.401,0.865,0.278,0.126,0.103,-15.367,0.0444,102.478,0.942
1052,Tuesday Ends Saturday,Tribute,Paul Motian,1975-03-01,398426,0,0.35,0.61,0.641,0.0253,0.274,-13.072,0.0414,123.466,0.379
1053,Ensenada,The Jewel In The Lotus,Bennie Maupin,1974-11-01,495840,0,0.27,0.895,0.369,0.926,0.109,-18.636,0.038,83.685,0.14
1054,Song For Clare,Music From Two Basses,David Holland,1971-05-01,292973,0,0.375,0.928,0.0434,0.918,0.103,-30.198,0.039,133.431,0.198
1055,Keep It Like That - Tight,Terje Rypdal,Terje Rypdal,1971-11-01,734333,0,0.495,0.00367,0.336,0.413,0.132,-14.188,0.0587,131.178,0.311
1056,Recat,RE: ECM,Ricardo Villalobos,2011-06-14,435186,0,0.557,0.152,0.416,0.758,0.0866,-21.632,0.0391,103.901,0.322
1057,Anandvan Bhuvani - Original,Shiv Kalyan Raja,Lata Mangeshkar,1974-12-01,246226,0,0.498,0.968,0.164,5.29e-05,0.0836,-18.645,0.0305,93.922,0.22
1058,Go Your Way,A Collection,Anne Briggs,1999-01-01,254560,20,0.44,0.964,0.0679,0.00285,0.0904,-19.715,0.0364,77.954,0.193
1059,Koichulrdyn Kongur Kuu,Moritz Von Oswald & Ordo Sakhna,Moritz Von Oswald,2017-10-27,78120,0,0.216,0.825,0.105,0.401,0.0638,-21.305,0.0393,131.303,0.673
1060,It Doesn’t Make Sense,Family Circle,The Family Circle,2014-01-21,261638,3,0.302,0.866,0.479,0.000778,0.701,-11.695,0.0346,176.478,0.791
1061,Plenty of Action,Best of Solid Funk,Various Artists,2014-03-18,171800,0,0.62,0.648,0.608,0.000606,0.111,-8.13,0.0786,87.462,0.712
1062,One More Fluorescent Rush,Whities 013,Avalon Emerson,2017-11-03,387064,31,0.612,0.00322,0.984,0.889,0.112,-7.645,0.0335,124.877,0.398
1063,Las Palmas,Dulce Compañia,DJ Python,2017-09-25,244000,19,0.755,0.000965,0.637,0.881,0.115,-10.626,0.0332,114.021,0.388
1064,Steady - Instrumental,Time Being (Deluxe Edition),CYNE,2017-09-08,192746,14,0.831,0.481,0.371,0.697,0.292,-10.163,0.079,92.5,0.394
1065,Steady,Time Being (Deluxe Edition),CYNE,2017-09-08,180000,43,0.759,0.157,0.644,0.0,0.237,-7.739,0.21,92.374,0.452
1066,Koirong Ku,Moritz Von Oswald & Ordo Sakhna,Moritz Von Oswald,2017-10-27,136440,0,0.494,0.863,0.469,0.891,0.143,-16.1,0.0463,112.107,0.804
1067,Morning Splendor,Trans-Millenia Music,Pauline Anna Strom,2017-11-10,362773,10,0.164,0.979,0.281,0.918,0.112,-13.549,0.0359,172.881,0.214
1068,؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ,؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ؞ৢ؞ؖ,△▃△▓,2017-11-01,144000,31,0.78,0.944,0.318,0.968,0.106,-15.394,0.145,129.989,0.844
1069,I Will Make Room for You - Four Tet Remix,I Will Make Room for You (Four Tet Remix),Kaitlyn Aurelia Smith,2017-11-08,497500,18,0.662,0.108,0.662,0.892,0.097,-10.18,0.0431,120.001,0.731
1070,World,Snapshot,Champion,2017-11-03,282933,8,0.676,0.121,0.588,0.919,0.0905,-12.516,0.0455,124.006,0.141
1071,✧₊⁎❝᷀ົཽ*ೃƪ❍⊁ƪ❍⊁༽ৣৢ؞ৢ؞ؖ ཥ,)✧⃛*,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2017-11-01,156631,38,0.711,0.926,0.256,0.944,0.107,-13.869,0.0593,95.014,0.168
1072,°。 * ̧.·*  ́ ̈・*・ . °。· ́ ̈ ́ ゚ * ́ ̈・ 。・ ゚.  ́ ̈ ゚. .· ・*.。 * ̈°. ・*。 ̧.·*  ́.·* ̈.· ・ ゚. 。 * ́ ̈* ́ ̈ .·.·* ́ ̈.·*:・✧(๑ඕัළඕั๑)✧*:・s░ƪ.,・✧(๑ඕัළ*.。 * ̈°。,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2017-09-12,52994,26,0.643,0.00328,0.444,0.0165,0.0687,-20.776,0.28,102.059,0.147
1073,ƪ. ◖ƪ❍⊁◞.|◗щ (*ᄋ△+⁎❝᷀ົཽ*ೃ:(꒡͡ ❝᷀ົཽ ꉺ ̈.·*:・✧⃛(ཽ๑,)✧⃛*,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ,2017-11-01,190344,42,0.692,0.217,0.392,0.728,0.139,-13.665,0.0568,116.003,0.463
1074,Gentle Soul,New Energy,Four Tet,2017-09-29,72185,33,0.216,0.988,0.00585,0.902,0.0916,-34.014,0.0485,94.024,0.0582
1075,The Animal Spirits,The Animal Spirits,James Holden,2017-11-03,337786,0,0.429,0.742,0.727,0.949,0.399,-12.482,0.0384,135.464,0.487
1076,The Neverending,The Animal Spirits,James Holden,2017-11-03,269573,0,0.509,0.259,0.626,0.921,0.115,-9.412,0.0469,102.68,0.434
1077,"Abide ""With Me""",Monk's Music (Mono Version),Thelonius Monk Septet,1961-01-01,54027,4,0.369,0.972,0.00261,0.469,0.196,-20.809,0.0475,127.014,0.693
1078,January 2014,2011 Until 2014,Percussions,2015-04-28,342976,7,0.697,0.0884,0.627,0.672,0.0779,-11.334,0.053,126.004,0.55
1079,Arthur,Kelly Lee Owens,Kelly Lee Owens,2017-03-24,245250,0,0.61,0.745,0.546,0.937,0.394,-14.677,0.0397,109.994,0.0599
1080,Dumb,Holkham Drones,Luke Abbott,2010-08-23,107466,0,0.318,0.984,0.00165,0.912,0.106,-27.346,0.0533,139.239,0.353
1081,"Music for Alpha Waves, Assorted Percussion, and Automated Coded Relays",Imaginary Landscapes: New Electronic Music,Various Artists,1992,244533,5,0.48,0.0108,0.266,0.07,0.117,-23.162,0.076,73.981,0.217
1082,Istian,Mnestic Pressure,Lee Gamble,2017-10-20,145966,12,0.688,0.097,0.393,0.74,0.108,-9.389,0.0571,139.985,0.469
1083,Patek Water (feat. Offset),SUPER SLIMEY,Future,2017-10-20,189480,58,0.86,0.274,0.561,0.0,0.108,-5.757,0.185,152.984,0.354
1084,The Parting,25 Years of New York New Music,Various Artists,2010-09-28,306160,4,0.313,0.799,0.245,0.149,0.0745,-14.182,0.24,170.835,0.122
1085,Die Dinge Des Lebens,The Amateur View (Bonus Track Version),To Rococo Rot,1999,296270,0,0.752,0.898,0.262,0.922,0.114,-15.673,0.0714,170.141,0.445
1086,King Version,The Versions,Rhythm & Sound,2004-04-01,396560,0,0.87,0.765,0.238,0.903,0.1,-17.614,0.0611,126.023,0.888
1087,Don Cherry Interview - Ornette's Influence Pt. 1,In the Beginning 1963-64,Pharoah Sanders,2015-07-17,199933,6,0.683,0.458,0.176,0.0,0.295,-21.659,0.939,101.437,0.599
1088,Universal Mother,Hear & Now,Don Cherry,1976,404013,31,0.599,0.0641,0.612,0.0319,0.128,-10.503,0.0424,85.59,0.702
1089,Ratio - Full Mix,Ratio (Full Mix),Floating Points,2017-10-19,1127574,0,0.733,0.0851,0.435,0.877,0.143,-14.633,0.0618,124.99,0.19
1090,"Harold Working, Nicky Recovering / Nicky On The Stairs",Apartment # 5c,John Surman,2002-01-01,151333,8,0.292,0.948,0.119,0.833,0.105,-18.563,0.0324,97.967,0.23
1091,Medellin,Joli Mai,Daphni,2017-10-06,375447,26,0.901,0.0183,0.725,0.91,0.0851,-10.18,0.0419,127.993,0.846
1092,Jungle Tempo,Voyage,Noah Howard,2010-02-10,165520,3,0.748,0.204,0.641,0.811,0.0892,-7.22,0.0429,120.034,0.486
1093,Travelin’ Man,"Beach Diggin’, Vol. 1",Guts,2013-06-28,175500,0,0.585,0.988,0.329,0.968,0.105,-15.156,0.0653,115.398,0.472
1094,William Eaton Track 11,Music by William Eaton,William Eaton,2006,130186,0,0.348,0.918,0.0634,0.898,0.104,-19.638,0.0389,123.258,0.0379
1095,Riversong,Zero Time,Tonto's Expanding Head Band,1971-06-15,477960,31,0.177,0.944,0.22,0.871,0.0953,-18.357,0.0358,85.166,0.0813
1096,0181 000 0014,0181,00110100 01010100,2017-08-18,201597,0,0.693,0.182,0.729,0.929,0.162,-6.13,0.0877,99.956,0.255
1097,Flight From Ashiya - Mono Single Mix,Further Reflections - The Complete Recordings 1967-1969,Kaleidoscope,2012-01-01,160133,2,0.274,0.000827,0.509,0.246,0.181,-9.15,0.0307,68.672,0.228
